transcript_name,SpeakerName,Content,ResearcherName,Email,Institution,Final_Code,Consistency,vote_1,vote_2,vote_3,vote_4,vote_5,Original_coding,human_code
Les Florets Groups 501 502.xlsx,BUYER,"I think ____ about 250,000 francs per year in profit.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,That is your best estimate?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,How much larger do you think you need the restaurant to build in order to generate that kind of profit?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,How much larger?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,"Yeah, I mean, given my current restaurant size.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,I have a certain number of tables ______ let’s call them fifty.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Groups 501 502.xlsx,SELLER,So you’re planning to build a restaurant with how many tables then in comparison?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,There would probably be seventy-five.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Groups 501 502.xlsx,SELLER,Seventy-five.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,And do you think you can do that for one million francs?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,Yes.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,I mean that’s our initial estimate.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,How much do you think you have to spend for just property?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Groups 501 502.xlsx,BUYER,"I think our estimate was the land and the building, cost a million francs.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,You don’t have that separated into land and building?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,"No, we don’t.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"My assessment is that the land itself would cost you already 400,000 francs for my size restaurant, okay?",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,SELLER,"And if you want to build a restaurant it will cost you, of my size will cost you 600,000 francs.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,SELLER,I don’t know where you get your numbers from.,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"But I actually, I really think you’re off there.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIFF
Les Florets Groups 501 502.xlsx,SELLER,"I mean, I’ve checked around here with others in the area, other restaurant owners, so that’s kind of the current prices here.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,"And if you want to build a restaurant which is one and a half times this size, I would estimate that you have to pay one and a half million francs to do so.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"Yeah I mean, I guess we’re not the ones to, I have whatever information the company gave me about the cost.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,DIS
Les Florets Groups 501 502.xlsx,BUYER,"I mean we could start with your land value of 400,000 francs for your restaurant.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,"The building itself for kind of, whatever reputation it’s built up over the years, you estimated at 600,000.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,"Actually if you build a new building, it would cost you about 600,000 yes.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,SF
Les Florets Groups 501 502.xlsx,BUYER,So you’re counting just the land and the building at a million francs?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,Right.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"That’s just _______value, okay?",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,"Without talking about reputation, without talking about management, without talking about everything that, I mean the special location and everything, I mean…",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"I mean but despite that you said you would still be willing to sell it for 900,000 francs instead of selling it at this value to a third party?",,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,"Only under the condition that we make an agreement about me coming back for a decent salary in two years, because that is really worth something to me.",,,,IB,Perfectly Consistent,IB,IB,IB,IB,IB,Test_Code,IP
Les Florets Groups 501 502.xlsx,SELLER,"I have to admit that, yeah.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"I can tell you that we can’t pay 900,000 plus your additional salary.",,,,IB,Perfectly Consistent,IB,IB,IB,IB,IB,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,You have to hire a manager anyway.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"Right, right.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,So for you it shouldn’t make any difference if you put me into the job or someone else.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"Because I was basing it on the rate tables whereas you said that, you know, you’re asking if that’s negotiable, so I’m assuming you’re asking for more than $60,000.",,,,IN,Perfectly Consistent,IN,IN,IN,IN,IN,Test_Code,IN
Les Florets Groups 501 502.xlsx,SELLER,Yeah.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,[Laughter].,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"I mean clearly, although I haven’t really made plans yet what to do when I come back from my trip, of course the thing I know is how to run the restaurant, and you’ve mentioned that if I start managing another restaurant in the area you would consider that something, let’s say worthwhile avoiding.",,,,SB,Consistent,COER,SB,SB,COER,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"I mean if we bumped it up to 700,000 would that affect your decision?",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,QP
Les Florets Groups 501 502.xlsx,SELLER,700 will not be enough.,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,BUYER,I mean is 900 your best offer?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Groups 501 502.xlsx,SELLER,That depends on what salary you’re willing to pay afterwards.,,,,IP,Consistent,INT_PROC,IP,IP,INT_PROC,IP,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,I mean do you have…700 is just plain not enough.,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,"You have to…what’s your flexibility on the salary, that you can offer me afterwards?",,,,QP,Consistent,QM,QP,QP,QM,QP,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,It depends on whether you want more money or are you thinking more vacation time or more health benefits?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"I’m least flexible on the money aspect, but the benefits we can negotiate.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Groups 501 502.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,So what other benefits do you offer?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"Right now the standard would be two week vacation, so we can increase that to three.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,For some people…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"We’re talking France here, right?",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,[Laughter] I think standard vacation time for France is six weeks.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,We can negotiate that.,,,,MISC,Consistent,INT_PROC,MISC,MISC,INT_PROC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"M-hm, okay, what else?",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"Medical benefits, retirement plans, all that.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"Okay, um…",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,"But first I guess, I mean if we do not hire you we can pay a little bit more for the restaurant.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,So I guess you can kind of weigh that option.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,"Wait, didn’t you just tell me the opposite of that?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,"If you hire me, the restaurant is more valuable to you?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,In terms of generating profits.,,,,SF,Consistent,SF,SF,AGR,SF,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,"But if we make exceptions to the salary and to benefits it’s going to cost the franchise as a whole, so, I mean I’m giving you the 675, I bumped it up to 700,000 assuming we’re going to hire you and have some extra charges.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,"Um, okay, what about retirement plans?",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QO
Les Florets Groups 501 502.xlsx,SELLER,"So okay, you’re willing, rather than to discuss salaries, so you are more flexible in retirement plans, vacation time and medical benefits, and of course given my age these things are important to me.",,,,IN,Highly Consistent,IN,IN,IN,IN,IR,Test_Code,IN
Les Florets Groups 501 502.xlsx,SELLER,"First of all, I expect that medical benefits include my wife?",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QO
Les Florets Groups 501 502.xlsx,SELLER,I guess that’s a given.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,Right.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,What kind of retirement plans do you have available?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"We have kind of salary matching plans where you, how much time do we have left?",,,,PT,Perfectly Consistent,PT,PT,PT,PT,PT,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,We have like 15 minutes left.,,,,PT,Perfectly Consistent,PT,PT,PT,PT,PT,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"Okay, where we match certain contributions every month, and then of course we have kind of savings plans where you can withdrawal after a certain age and certain _____ services to the company.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,"Okay, although I have no information about these things [Laughs] and not quite prepared to discuss this.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,What’s the format?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,Do we have to go up there with the final contract or is it…,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Groups 501 502.xlsx,BUYER,I think we’re supposed to right this up if we come to an agreement.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,So I don’t quite know what it is worth to have the retirement plans.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,IP
Les Florets Groups 501 502.xlsx,SELLER,"So retirement plan is a matching thing, so basically instead of having a $20,000 increase, I can have the same kind of amount in salary plan, the same kind of amount worth in additional benefits.",,,,INT_PROC,Highly Consistent,INT_PROC,SF,INT_PROC,INT_PROC,INT_PROC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,Right.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"And since there’s government matching, you basically just have to pay half of that.",,,,SB,Highly Consistent,SB,SF,SB,SB,SB,Test_Code,IN
Les Florets Groups 501 502.xlsx,BUYER,"I mean it’s a less cost to the company because we’re paying overtime, because you’re not able to withdrawal it right away rather than giving you the salary.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"Okay, okay.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,I think that sounds reasonable however we still have to discuss the price.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
Les Florets Groups 501 502.xlsx,SELLER,"700,000 is just not enough, even under these conditions.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,Are we supposed to discuss numbers on that then?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,"I mean we have to come up with a final price for, at least for the restaurant.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,SELLER,"Um, okay, given, I could…so you ______ for $60,000 afterwards, and you would give me retirement benefits, medical health benefits, and increase vacation time.",,,,IN,Perfectly Consistent,IN,IN,IN,IN,IN,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,SELLER,"Under those circumstances, I could lower the price to 850.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,BUYER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"Actually, no I could go down to 840.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,SELLER,Would that match what you could pay?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"No, I mean that’s still too much for us.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,Well…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,"What we could do, I mean I said 700 before with these negotiated items.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"If we don’t hire you and we don’t have these additional costs, I mean, I could say 750 just for the restaurant.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,BUYER,I mean you can take your trip for as long as you want.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,SELLER,No.,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,"Under those circumstances, no, that’s not worthwhile for me to sell it at that price.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,I mean 750 is really the highest you can go?,,,,QB,Perfectly Consistent,QB,QB,QB,QB,QB,Test_Code,QO
Les Florets Groups 501 502.xlsx,SELLER,I don’t seem to think there’s even any room for negotiation.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,Quite obviously.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,"I guess then if you’re set on no, my final offer would be 800,000 just for the restaurant.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,P1
Les Florets Groups 501 502.xlsx,SELLER,Just for the restaurant?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,Right.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,That’s your final offer?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"Yes, for the price for the restaurant.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"That offer has to say no, I mean, no.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Groups 501 502.xlsx,SELLER,if you make it 820 and employment afterwards.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,"I mean, flat out 800,000 just restaurant, absolutely no, out of discussion, okay?",,,,IB,Perfectly Consistent,IB,IB,IB,IB,IB,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,If you make it 820 and we make an agreement about a job afterwards and increase benefits…,,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,BUYER,"I mean I could still do 800,000 and standard, like you would be treated the same as other managers, but you would have that job after you came back.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Groups 501 502.xlsx,SELLER,850 and have the same job.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,"I can’t go above 800,000.",,,,IB,Perfectly Consistent,IB,IB,IB,IB,IB,Test_Code,OFF
Les Florets Groups 501 502.xlsx,SELLER,"Why can’t you not go above 800,000?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QO
Les Florets Groups 501 502.xlsx,SELLER,"I mean, given, I don’t understand that quite.",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"If you think about the profit, just the cash flow from what the restaurant generates, you should easily be able to actually pay a million for it.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"As you know, I’m Vice President.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Groups 501 502.xlsx,BUYER,"I’ve been given a certain limit and in order to stay within that limit, I can’t go past 800,000.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SF
Les Florets Groups 501 502.xlsx,SELLER,"So it’s not that you don’t think the restaurant is worth more, but you think that, you’re just not authorized to go higher.",,,,IN,Perfectly Consistent,IN,IN,IN,IN,IN,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"Well I’ve been given the information that we could build a new restaurant for, you know with the land with the building for a million francs.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"I’ve been told that this absolutely is not worth more than 800,000, and even then, that’s kind of stretching it.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"800,000 is the absolute max you can go?",,,,QB,Perfectly Consistent,QB,QB,QB,QB,QB,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,Correct.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"And the maximum salary you can pay me afterwards will be 60,000?",,,,QB,Perfectly Consistent,QB,QB,QB,QB,QB,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,Correct.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,But you can throw in additional vacation time?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,"Vacation time, yes.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,That doesn’t cost us in the same way.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"But the retirement plan, that would all be gone, the additional.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Groups 501 502.xlsx,SELLER,But you can throw in health benefits?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,Yes.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,Six weeks vacation.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,Instead of two?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,[Laughs],,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,Instead of two.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"Five, at least?",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,QO
Les Florets Groups 501 502.xlsx,BUYER,[Laughs] Other managers will get jealous.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,Five and a half.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,SELLER,[Laughter],,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,Now we’re playing with days here.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,SELLER,"Yes, days are worth a lot to someone who is about 50.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Groups 501 502.xlsx,BUYER,"Okay, five and a half.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,All right.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"Then I think we should structure this, right this down.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,"Okay, and you mentioned timing earlier.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Groups 501 502.xlsx,BUYER,"You just said you were going to be gone for two years, is that correct?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,"Yes, we would like to actually sell it pretty quickly basically just so that we can take this trip as early as possible so we can enjoy better.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,"Okay, terms.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
Les Florets Groups 501 502.xlsx,SELLER,"We say 800,000 for the restaurant, and we say after two years, an employment guarantee with $60,000 salary plus…",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MU
Les Florets Groups 501 502.xlsx,BUYER,The five and a half weeks vacation.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MU
Les Florets Groups 501 502.xlsx,SELLER,"Five and a half weeks vacation, plus health benefits.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Groups 501 502.xlsx,BUYER,And could you add in there you have the non-compete agreement not to open up another restaurant?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,"Yes, but it’s basically since…",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
